[1505.197] (S)ちょこたろ3: 入ってる方いらっしゃるー
[1508.590] (S)linchan217: みんなインしてると思うよ
[1514.038] NiKU9m: おはよ
[1518.214] おきみやで: いやいけてないひといる
[1534.399] zs_river: でおくれた
[1541.620] (S)junn_0212: 今のうちにコンビニいこっと
[1542.860] (S)えりち_: ちゃんと起きてスタンバイしてたのにーー
[1557.824] drone913: ワイプダッシュ失敗
[1569.028] inufu: RUSTて重いの？
[1569.204] (S)heyheydayo: 酒とツマミの用意はできとる
[1594.593] おきみやで: 入れますように！
[1603.193] あぃりす: おはようございます
[1604.525] (S)おはるてゃん: ちる
[1607.813] gc_kiri0531: 釈迦さんできてたからいけるでしょ
[1610.121] inufu: いけいけー
[1615.179] 白瀬加蓮: みんな早くファームしたいから12:00ぴったりにアクセスが集中するんだね
[1619.272] (S)しけもくやにたろう: おはようさん
[1642.369] (S)heyheydayo: おはようさん
[1644.584] (S)kiyo1108: 顔赤い気がするけど、気のせいか
[1647.151] 白瀬加蓮: 雑談しましょ。
[1651.713] おきみやで: 今何人くらいがログインしようとしてるんやろう
[1668.593] mi7145u: おー？
[1670.436] honmaka17: 一旦待ちか
[1672.936] maruruga03: 一回入るのやめてリフレッシュかけたらすぐ行けたりするよ
[1678.486] inufu: サバ集中かな？
[1681.336] 青りんご0502: 初めてのコメント失礼します、おはようございます～
[1683.079] aqua_200496: LEONさんとか入ってる
[1690.779] kiloyyyyt: それなってる人ほかにもいる
[1695.601] (S)syuuuna: 順番待ち、、？
[1696.300] twikashi: あーそういうことね
[1699.409] オト_ナシ: 順番待ちやね
[1699.665] inufu: 知らんがな
[1702.258] おきみやで: なるほど
[1703.005] ketsuware: こんにちは
[1708.599] おきみやで: 2だけ？？
[1709.179] (S)heyheydayo: 待ちですみたいな訳なのかしら？知らんけど
[1711.090] がっこ: なるほどわからん
[1711.296] makotoo_hase: ナンシーは言いました
[1711.326] rito_xx: 気長に待つか
[1713.510] yudai_kota: しゃかっちも入ってるね
[1715.456] ほまれー: 整理券配ってるかーww
[1721.645] (S)えりち_: 逆に2人に選ばれるのすごいw
[1726.070] 白瀬加蓮: 気長に待って雑談しましょ
[1726.614] おきみやで: ディズニーサイトの順番待ちみたいな
[1736.641] inufu: コロナ禍のデパートかて！
[1747.229] bamboo3q: 今トライブ何人ですか？
[1748.059] aqua_200496: あと一人はけんきさんか
[1766.453] mi7145u: 雑談あざす。
[1786.253] (S)こためっと: 11番目か
[1788.579] みみみ223: おはようございます〜！
[1789.823] ネコとパン: えいごのべんきょうかいですか
[1790.731] (S)maru_mamitasu: 英語教室はじまったか
[1790.808] honmaka17: 10人前にいて3人後ろ
[1790.926] twikashi: もっとネイティブっぽく
[1792.176] makotoo_hase: ネイティブぅ
[1793.478] (S)はおちゃ: ？
[1797.173] (S)syuuuna: ？
[1797.749] Kazuki_EN: Pretty good
[1798.335] emmafujiwa: ？
[1801.977] sunday__silence: カートの時、寒かったから風邪ひいちゃったかな？
[1804.622] おきみやで: 再起動したら並び直しになるんかな
[1805.319] (S)わしのしわ: tonaka2Nikkori753
[1805.579] inufu: いらないかもです
[1809.773] 63dynam: こんちゃす
[1810.932] (S)maru_mamitasu: りぴーとあふたみー
[1811.156] (S)heyheydayo: いっぺいさんは？
[1815.673] 白瀬加蓮: ヘンディーびっくりドンキーのこと“びくドン”って言う？
[1818.819] mi7145u: 大丈夫です
[1818.912] zs_river: へんちゃんの前に10人待ってて後ろに3人居るってことやね
[1820.760] NiKU9m: アバダケダブラ
[1821.013] ult_suketarou: 10人がヘンディーの前で3人が後ですよって事かな？笑
[1821.925] twikashi: 解約します
[1822.255] (S)rootlic: だから大谷は通訳必要やったんやな
[1824.022] mineral__: これテストで出るよ、山下君は何番目でしょうか？
[1824.584] (S)しけもくやにたろう: まにあってます
[1824.665] (S)じぇにん: これで大谷選手もコテコテの関西弁覚えたん？
[1824.775] (S)わしのしわ: 大谷さん英語話せたっけ
[1824.790] yes_obahan: 一旦、同じか
[1824.816] gc_kiri0531: 地味に発音よくて草
[1826.603] がっこ: wwww
[1826.902] (S)はおちゃ: いっぺい要らずのヘンディーラーニング
[1828.940] さくぅ_: 10人待ち減らないの？
[1828.959] (S)akahige9280: www
[1829.887] rito_xx: www
[1830.567] sunday__silence: www
[1831.363] かえでっすか: しゃかさんはやれてる
[1831.627] inufu: だんだんじわるからやめてもらって良い？
[1831.853] (S)heyheydayo: www
[1833.560] (S)maru_mamitasu: ｗｗｗ
[1836.820] ふか_321: www
[1837.031] TY_ul1012: 頭おかしくなってるww
[1837.446] (S)かなるな: かなるな subscribed with Prime. They've subscribed for 21 months! 
[1837.969] playerjp___: ｗｗｗｗｗｗ
[1839.581] (S)syuuuna: www
[1839.585] 白瀬加蓮: www
[1840.258] emmafujiwa: 止まりなさいwew
[1841.590] (S)こためっと: 列全然進まんやん
[1842.940] (S)akahige9280: ええてw
[1844.865] (S)zakiyoka: 後ろが伸びてるだけか
[1846.012] ultimate_ago: wwwwww
[1846.123] (S)heyheydayo: それが答えではないw
[1846.277] 63dynam: 何回擦るんやねん
[1846.765] (S)わしのしわ: 寝不足で頭おかしくなる？
[1847.048] (S)ららく: tonaka2Wwwwww
[1848.509] zs_river: 終わったwwwww
[1849.943] がっこ: 後ろに増えたw
[1851.485] (S)heyheydayo: 天丼ええてw
[1851.939] (S)しけもくやにたろう: バクった笑
[1852.318] もりゆき: まだ寝ましょう
[1852.679] 白瀬加蓮: 答えになってないのよwww
[1853.917] (S)はおちゃ: 後ろ増えてるw
[1854.355] emmafujiwa: 頭おかしなるwwww
[1855.528] sosofumi: 出先やのに爆笑しょった
[1856.330] crimson_ash_777: 待機列全然減らんな
[1860.843] 63dynam: tororoxBits
[1863.849] hamanista_: おい質問するな
[1864.126] (S)はおちゃ: tororoxHatena
[1864.868] (S)わしのしわ: みなさん、これがRust中毒者の末路です
[1867.037] (S)Lazy1412k: ええて
[1867.055] playerjp___: ｗｗｗｗｗｗｗ
[1868.365] soralis99: 壊れちゃった
[1868.549] みみみ223: そろそろくどいか
[1868.596] ani_no_ani: やめてw
[1869.383] sosofumi: やめて
[1869.583] tak777a: 助けて
[1871.053] チュパチャプス: NotLikeThis
[1872.185] Junk_Clouds: your english good
[1872.262] (S)heyheydayo: 面白いからやめてw
[1872.291] mi7145u: 昼食べた？
[1872.448] emmafujiwa: 夢に出てきそうwwww
[1872.981] zs_river: BloodTrail
[1874.180] 白瀬加蓮: 山下イングリッシュええて
[1875.259] おきみやで: 並んでるの想像したら笑うな
[1877.628] 63dynam: ヘンディーに隙与えるな
[1878.422] TY_ul1012: abcdyyDeko
[1887.782] sunday__silence: 文明開化の音してますか？
[1892.410] marontyama: いいたいだけやんｗｗ
[1897.447] (S)えりち_: 何食べたんですかー？
[1898.194] inufu: ざまー
[1899.052] (S)わしのしわ: ログイン時間の繋ぎのために餌与えろ！！
[1899.853] pepezaemon: なんか顔赤く見える
[1899.875] おきみやで: 誰か1人進んだ
[1900.536] (S)Lazy1412k: 何食べたん？
[1901.416] albion_111_: 明日から英語ペラペラになれる配信はここですか？
[1903.603] (S)ms_hz: ms_hz subscribed at Tier 1. They've subscribed for 10 months! 
[1904.033] 白瀬加蓮: こういう時こそ虎太郎に癒されましょう。
[1904.201] (S)heyheydayo: 何食べたんだろ
[1905.151] (S)syuuuna: 冷凍チャーハン？
[1905.563] ほまれー: 僕はこれからご飯食べます。砂肝です。
[1908.816] 三田どすこい: ここアーカイブで見たら絶対飛ばすところや
[1910.825] (S)heyheydayo: 待ってた
[1910.944] sunday__silence: www
[1911.541] hamanista_: wwwww
[1912.053] ani_no_ani: NotLikeThis
[1912.328] (S)はおちゃ: tororoxGikugiku2
[1912.353] (S)ららく: tonaka2Nanndeyanen
[1912.975] あるくめ: ｗｗｗｗｗ
[1913.180] TY_ul1012: wwww
[1913.397] emmafujiwa: 英語の話するな！www
[1914.020] (S)akahige9280: 言うと思ったわw
[1915.226] (S)面倒見が良い谷田: うんうん
[1918.348] チュパチャプス: 壊れてる
[1918.968] zs_river: 1人減ってるしwwwww
[1920.122] (S)わしのしわ: NotLikeThis
[1920.198] (S)heyheydayo: 言いたいだけやないか
[1921.163] rikurikurikkn: www
[1922.137] ASATO_11: NotLikeThis
[1923.251] さくぅ_: 一人減った
[1924.550] makotoo_hase: オカン見てるぞぉ
[1926.796] (S)しけもくやにたろう: 英語教えてください
[1927.092] (S)こためっと: 進んだやん
[1929.613] mi7145u: うーん
[1931.383] おきみやで: 1人入れたみたい笑
[1933.308] inufu: 言いたいのかそんなにwww
[1938.857] emmafujiwa: おすすめの飲み物ある？
[1939.759] (S)rootlic: 何食べたって聞かれてプレイヤー一人減ったってことは･･･
[1942.693] おきみやで: しんじさん犯人探ししてる笑
[1943.846] zs_river: いや8人待ちやね
[1944.523] aooa5: うんそーだと思う
[1946.510] (S)はおちゃ: 前に8人かな
[1951.437] (S)heyheydayo: もう一回ゆっくり言ってみてくる？
[1952.063] TY_ul1012: あなたの前に何人いて後ろにいるよ
[1952.906] じゃんぬ02: そそ
[1953.378] (S)yamato_bb: えっとフォープレイヤー？ なんでしたっけ？
[1955.300] zs_river: へんでぃーの前に8人、後ろに3人
[1955.434] sunday__silence: 「食べたよ～」の時、英会話期待してたw
[1964.404] (S)わしのしわ: FF14に続いてRustでも順番待ちか
[1965.082] (S)はおちゃ: tonaka2Appu
[1965.280] 63dynam: BloodTrail
[1966.082] (S)おはるてゃん: ビハインドが後ろ
[1969.130] (S)akahige9280: 詰まってるね
[1971.217] おきみやで: 夢でてきそう
[1971.913] 63dynam: 待ち増えたやん
[1973.523] akitawanwan: ラーメンの行列くらいの速度だね
[1973.917] チュパチャプス: だんだんネイティブにｗ
[1976.066] ふか_321: 増えてるねーw
[1977.302] じゃんぬ02: ヘンちゃんの後ろに5人いる
[1977.320] mickye0322: 今来たらめっちゃ英語しゃべってるんだがw
[1977.327] (S)rootlic: そういうこと
[1978.287] hamanista_: 前の人が後ろに行っただけ？
[1978.898] (S)heyheydayo: あなたの後ろに五人か？
[1979.346] (S)わしのしわ: 山下ラーニング
[1979.612] rito_xx: そういうこと
[1980.455] TY_ul1012: そそ
[1983.907] がっこ: 初めの数字が前に並んでる人の数かな
[1984.194] zs_river: 今5人に増えたね
[1984.697] (S)えりち_: 進み悪いねー
[1986.361] satokichi_: 後ろの情報いる？笑
[1986.717] (S)ぱちょ子: ぱちょ子 subscribed at Tier 1. 
[1988.428] おきみやで: 昼時だから…
[1988.939] emmafujiwa: くるぞ
[1989.453] 63dynam: 1人入って1人並んだ
[1990.825] raito1412: うん、
[1992.406] TY_ul1012: 頭もおかしくなります
[1992.462] (S)rootlic: 後ろの人数表示される理由はよくわからんけど
[1992.482] (S)yamato_bb: 横入りされてない？大丈夫？
[1992.616] sunday__silence: ヘンディー、今日の調子どう？（笑）
[1995.456] (S)zakiyoka: ジリジリと進んでおります
[1999.581] じゃんぬ02: 待つ
[2001.178] papillon779: 悲しい
[2001.429] (S)akahige9280: やっぱり繰り返し聞くことで英語って理解できるんやな
[2004.704] らおにゃんこ: 合わせて何人でしょう？
[2005.980] 民子たみこ: こーれイライラです
[2006.329] emmafujiwa: あれ、来んかった
[2006.588] おきみやで: ww
[2009.399] (S)heyheydayo: これカート待ちのやつです
[2009.615] 白瀬加蓮: 土井さーーーん早くしてよ〜
[2009.719] don_don_don_0_0: HDDに保存してるやついない？w
[2010.983] akitawanwan: グリードアイランドだな
[2011.238] inufu: 一人一人検査されてるん？
[2013.038] ani_no_ani: 横やめてください
[2013.143] hamanista_: 厳重な入国審査
[2016.061] さくぅ_: ちーっとずつ進んでるw
[2017.940] おきみやで: 持ち物検査
[2019.064] makotoo_hase: 食券買った？
[2021.254] soralis99: 入国審査厳重やね
[2023.508] じゃんぬ02: 朝一のパチ屋みたいや
[2023.633] (S)じぇにん: 持ち物検査かな
[2026.601] (S)おはるてゃん: 厳選されてる
[2027.197] zs_river: BibleThump
[2028.344] (S)maru_mamitasu: 1列きれいにまってます
[2028.481] 白瀬加蓮: 入国審査厳しい〜
[2030.385] おきみやで: ファストパス持ちがおるかも
[2030.766] (S)トミーティー: 実はそうなんです
[2032.182] (S)akahige9280: パスポートプリーズ
[2032.498] (S)はおちゃ: パスポートダメだった人いたかー
[2032.874] emmafujiwa: 税関混んでるんやろ
[2036.832] (S)rootlic: 入国検査ゲームでも一人あたりこんなかからん
[2037.622] (S)わしのしわ: どいーら、お願い❤️
[2043.886] crimson_ash_777: 入国に厳重な手荷物検査があるんやな
[2044.074] hamanista_: ファストパス買おう
[2044.477] chef_oizumi: 観光目的ですか？
[2045.427] (S)heyheydayo: とりあえず抜けたらダメって事なのかな
[2045.757] TY_ul1012: 負荷かかりすぎるんかな？
[2046.576] kozu_wd: おいす
[2049.810] sunday__silence: egg
[2050.334] krbkrb123456: シングルタスク・サインイン
[2051.852] ryou10t: rustって異国だから‥
[2063.249] おきみやで: wwww
[2064.965] kiloyyyyt: 順番です
[2065.815] don_don_don_0_0: 検閲厳しいやろうな
[2067.272] (S)トミーティー: 荘でね
[2068.172] twikashi: その言い方気に入った？
[2069.517] honmaka17: www
[2070.272] おきみやで: 待つのも悪くない
[2070.825] neko_gurui: こんにちはー！今日も楽しみです！！
[2071.590] (S)syuuuna: うん
[2072.011] (S)ららく: それはそう！
[2073.912] 白瀬加蓮: サーバーパンクするからその対策じゃないかな？
[2076.676] 63dynam: 今ディズニーランドの入園待機だから
[2076.889] えり先生: 人数多い鯖はあるねそれ
[2077.278] (S)しけもくやにたろう: 情緒不安定
[2077.797] (S)owo_8o8: オールオッケーやで
[2077.999] (S)えりち_: 別にいいんだけどさ
[2078.029] (S)zakiyoka: ワクワク
[2078.158] (S)はおちゃ: 入国審査あるマー！？
[2078.736] (S)akahige9280: 急に突き放すやん
[2080.767] (S)heyheydayo: 楽しいなら尚更早くインしたいよな
[2083.380] (S)rootlic: マトーヤ
[2083.586] hamanista_: 人格いくつあんの
[2085.336] now_now06: 魔法の言葉。楽しい
[2086.313] (S)おはるてゃん: 待った分たのしなる
[2087.109] (S)akahige9280: マトーヤの姉さん
[2089.390] TY_ul1012: 冷静になるのやめてください
